"Name","Gender","Career","CosineSimilarity","STEM"
"Matthew","M","Musician",0.53860945,"No"
"Matthew","M","Teacher",0.6163907,"No"
"Matthew","M","Media.Manager",0.53485125,"No"
"Matthew","M","Graphic.Designer",0.5068288,"No"
"Matthew","M","Judge",0.7060782,"No"
"George","M","Artist",0.5365274,"No"
"George","M","Marketing.Manager",0.5235869,"No"
"George","M","Social.Worker",0.5437738,"No"
"George","M","Attorney",0.5330333,"No"
"George","M","Journalist",0.48821166,"No"
"George","M","Musician",0.5104968,"No"
"George","M","Teacher",0.5944722,"No"
"George","M","Media.Manager",0.51416767,"No"
"George","M","Graphic.Designer",0.47993028,"No"
"George","M","Judge",0.6863171,"No"
"Anthony","M","Artist",0.62257075,"No"
"Anthony","M","Marketing.Manager",0.56679046,"No"
"Anthony","M","Social.Worker",0.593752,"No"
"Anthony","M","Attorney",0.5695301,"No"
"Anthony","M","Journalist",0.5381689,"No"
"Anthony","M","Musician",0.54321814,"No"
"Anthony","M","Teacher",0.63729846,"No"
"Anthony","M","Media.Manager",0.556059,"No"
"Anthony","M","Graphic.Designer",0.5345495,"No"
"Anthony","M","Judge",0.7313514,"No"
"Donald","M","Artist",0.5630458,"No"
"Donald","M","Marketing.Manager",0.49350515,"No"
"Donald","M","Social.Worker",0.52465105,"No"
"Donald","M","Attorney",0.5441797,"No"
"Donald","M","Journalist",0.5015936,"No"
"Donald","M","Musician",0.50517416,"No"
"Donald","M","Teacher",0.61207163,"No"
"Donald","M","Media.Manager",0.49360454,"No"
"Donald","M","Graphic.Designer",0.46793887,"No"
"Donald","M","Judge",0.6326133,"No"
"Paul","M","Artist",0.572734,"No"
"Paul","M","Marketing.Manager",0.5608268,"No"
"Paul","M","Social.Worker",0.543757,"No"
"Paul","M","Attorney",0.5025945,"No"
"Paul","M","Journalist",0.5404321,"No"
"Paul","M","Musician",0.5408397,"No"
"Paul","M","Teacher",0.5995846,"No"
"Paul","M","Media.Manager",0.5424369,"No"
"Paul","M","Graphic.Designer",0.48622176,"No"
"Paul","M","Judge",0.6366527,"No"
"Mark","M","Artist",0.5659119,"No"
"Mark","M","Marketing.Manager",0.58724463,"No"
"Mark","M","Social.Worker",0.5795212,"No"
"Mark","M","Attorney",0.5532453,"No"
"Mark","M","Journalist",0.52239037,"No"
"Mark","M","Musician",0.55030525,"No"
"Mark","M","Teacher",0.61304206,"No"
"Mark","M","Media.Manager",0.546355,"No"
"Mark","M","Graphic.Designer",0.54037994,"No"
"Mark","M","Judge",0.6452639,"No"
"Andrew","M","Artist",0.5658406,"No"
"Andrew","M","Marketing.Manager",0.50908864,"No"
"Andrew","M","Social.Worker",0.55601966,"No"
"Andrew","M","Attorney",0.5303597,"No"
"Andrew","M","Journalist",0.49576545,"No"
"Andrew","M","Musician",0.52898514,"No"
"Andrew","M","Teacher",0.60296917,"No"
"Andrew","M","Media.Manager",0.50497437,"No"
"Andrew","M","Graphic.Designer",0.48468655,"No"
"Andrew","M","Judge",0.67725664,"No"
"Edward","M","Artist",0.57841015,"No"
"Edward","M","Marketing.Manager",0.5429827,"No"
"Edward","M","Social.Worker",0.53737617,"No"
"Edward","M","Attorney",0.53552014,"No"
"Edward","M","Journalist",0.5475805,"No"
"Edward","M","Musician",0.55300343,"No"
"Edward","M","Teacher",0.6110046,"No"
"Edward","M","Media.Manager",0.52917624,"No"
"Edward","M","Graphic.Designer",0.5122565,"No"
"Edward","M","Judge",0.65903354,"No"
"Mary","F","Artist",0.5269045,"No"
"Mary","F","Marketing.Manager",0.52365226,"No"
"Mary","F","Social.Worker",0.55689144,"No"
"Mary","F","Attorney",0.5095418,"No"
"Mary","F","Journalist",0.47509274,"No"
"Mary","F","Musician",0.49213046,"No"
"Mary","F","Teacher",0.5891279,"No"
"Mary","F","Media.Manager",0.50237525,"No"
"Mary","F","Graphic.Designer",0.48327678,"No"
"Mary","F","Judge",0.62537026,"No"
"Elizabeth","F","Artist",0.5113799,"No"
"Elizabeth","F","Marketing.Manager",0.47906482,"No"
"Elizabeth","F","Social.Worker",0.50444216,"No"
"Elizabeth","F","Attorney",0.46354473,"No"
"Elizabeth","F","Journalist",0.48322552,"No"
"Elizabeth","F","Musician",0.45279604,"No"
"Elizabeth","F","Teacher",0.53723705,"No"
"Elizabeth","F","Media.Manager",0.46821344,"No"
"Elizabeth","F","Graphic.Designer",0.48807687,"No"
"Elizabeth","F","Judge",0.6087641,"No"
"Patricia","F","Artist",0.5190567,"No"
"Patricia","F","Marketing.Manager",0.49531662,"No"
"Patricia","F","Social.Worker",0.5265547,"No"
"Patricia","F","Attorney",0.5090289,"No"
"Patricia","F","Journalist",0.48211432,"No"
"Patricia","F","Musician",0.5012664,"No"
"Patricia","F","Teacher",0.5624543,"No"
"Patricia","F","Media.Manager",0.43602043,"No"
"Patricia","F","Graphic.Designer",0.46207824,"No"
"Patricia","F","Judge",0.60121536,"No"
"Jennifer","F","Artist",0.46873358,"No"
"Jennifer","F","Marketing.Manager",0.4500953,"No"
"Jennifer","F","Social.Worker",0.48897257,"No"
"Jennifer","F","Attorney",0.47392392,"No"
"Jennifer","F","Journalist",0.4170946,"No"
"Jennifer","F","Musician",0.46109188,"No"
"Jennifer","F","Teacher",0.50835466,"No"
"Jennifer","F","Media.Manager",0.42265934,"No"
"Jennifer","F","Graphic.Designer",0.49710163,"No"
"Jennifer","F","Judge",0.5994439,"No"
"Linda","F","Artist",0.4402191,"No"
"Linda","F","Marketing.Manager",0.4881778,"No"
"Linda","F","Social.Worker",0.53287506,"No"
"Linda","F","Attorney",0.42697278,"No"
"Linda","F","Journalist",0.42960608,"No"
"Linda","F","Musician",0.45715463,"No"
"Linda","F","Teacher",0.5215196,"No"
"Linda","F","Media.Manager",0.46119535,"No"
"Linda","F","Graphic.Designer",0.45735782,"No"
"Linda","F","Judge",0.5188704,"No"
"Barbara","F","Artist",0.5063139,"No"
"Barbara","F","Marketing.Manager",0.5016457,"No"
"Barbara","F","Social.Worker",0.5361239,"No"
"Barbara","F","Attorney",0.48062897,"No"
"Barbara","F","Journalist",0.48220995,"No"
"Barbara","F","Musician",0.46423435,"No"
"Barbara","F","Teacher",0.5622733,"No"
"Barbara","F","Media.Manager",0.47801033,"No"
"Barbara","F","Graphic.Designer",0.47149396,"No"
"Barbara","F","Judge",0.62010884,"No"
"Margaret","F","Artist",0.46793732,"No"
"Margaret","F","Marketing.Manager",0.44649175,"No"
"Margaret","F","Social.Worker",0.50149214,"No"
"Margaret","F","Attorney",0.47114605,"No"
"Margaret","F","Journalist",0.4269398,"No"
"Margaret","F","Musician",0.45411956,"No"
"Margaret","F","Teacher",0.549525,"No"
"Margaret","F","Media.Manager",0.42490345,"No"
"Margaret","F","Graphic.Designer",0.45191377,"No"
"Margaret","F","Judge",0.5411941,"No"
"Susan","F","Artist",0.52379465,"No"
"Susan","F","Marketing.Manager",0.47902006,"No"
"Susan","F","Social.Worker",0.5402321,"No"
"Susan","F","Attorney",0.53948736,"No"
"Susan","F","Journalist",0.45833498,"No"
"Susan","F","Musician",0.46729532,"No"
"Susan","F","Teacher",0.57023585,"No"
"Susan","F","Media.Manager",0.45354247,"No"
"Susan","F","Graphic.Designer",0.45944554,"No"
"Susan","F","Judge",0.68053544,"No"
"Dorothy","F","Artist",0.4920112,"No"
"Dorothy","F","Marketing.Manager",0.4464189,"No"
"Dorothy","F","Social.Worker",0.5127865,"No"
"Dorothy","F","Attorney",0.51517624,"No"
"Dorothy","F","Journalist",0.4153947,"No"
"Dorothy","F","Musician",0.45580804,"No"
"Dorothy","F","Teacher",0.5723026,"No"
"Dorothy","F","Media.Manager",0.4296269,"No"
"Dorothy","F","Graphic.Designer",0.41398618,"No"
"Dorothy","F","Judge",0.6328489,"No"
"Sarah","F","Artist",0.5859046,"No"
"Sarah","F","Marketing.Manager",0.52091,"No"
"Sarah","F","Social.Worker",0.61397064,"No"
"Sarah","F","Attorney",0.5528085,"No"
"Sarah","F","Journalist",0.51967186,"No"
"Sarah","F","Musician",0.525197,"No"
"Sarah","F","Teacher",0.63757956,"No"
"Sarah","F","Media.Manager",0.53158164,"No"
"Sarah","F","Graphic.Designer",0.52251625,"No"
"Sarah","F","Judge",0.68945014,"No"
"Jessica","F","Artist",0.50642383,"No"
"Jessica","F","Marketing.Manager",0.5152638,"No"
"Jessica","F","Social.Worker",0.5371187,"No"
"Jessica","F","Attorney",0.47750887,"No"
"Jessica","F","Journalist",0.45887938,"No"
"Jessica","F","Musician",0.4847976,"No"
"Jessica","F","Teacher",0.5380391,"No"
"Jessica","F","Media.Manager",0.4983318,"No"
"Jessica","F","Graphic.Designer",0.5292323,"No"
"Jessica","F","Judge",0.6159798,"No"
"Helen","F","Artist",0.5223318,"No"
"Helen","F","Marketing.Manager",0.5172333,"No"
"Helen","F","Social.Worker",0.53351223,"No"
"Helen","F","Attorney",0.51046634,"No"
"Helen","F","Journalist",0.46079963,"No"
"Helen","F","Musician",0.4954875,"No"
"Helen","F","Teacher",0.56107247,"No"
"Helen","F","Media.Manager",0.48683465,"No"
"Helen","F","Graphic.Designer",0.5181258,"No"
"Helen","F","Judge",0.6192901,"No"
"Nancy","F","Artist",0.5719393,"No"
"Nancy","F","Marketing.Manager",0.5412987,"No"
"Nancy","F","Social.Worker",0.5749779,"No"
"Nancy","F","Attorney",0.5972082,"No"
"Nancy","F","Journalist",0.49755353,"No"
"Nancy","F","Musician",0.525686,"No"
"Nancy","F","Teacher",0.606129,"No"
"Nancy","F","Media.Manager",0.519123,"No"
"Nancy","F","Graphic.Designer",0.49398294,"No"
"Nancy","F","Judge",0.70042276,"No"
"Betty","F","Artist",0.5852947,"No"
"Betty","F","Marketing.Manager",0.5247454,"No"
"Betty","F","Social.Worker",0.5760135,"No"
"Betty","F","Attorney",0.54122555,"No"
"Betty","F","Journalist",0.49119946,"No"
"Betty","F","Musician",0.4857226,"No"
"Betty","F","Teacher",0.5959486,"No"
"Betty","F","Media.Manager",0.53634536,"No"
"Betty","F","Graphic.Designer",0.50968957,"No"
"Betty","F","Judge",0.6746404,"No"
"Karen","F","Artist",0.5466613,"No"
"Karen","F","Marketing.Manager",0.5197145,"No"
"Karen","F","Social.Worker",0.5829258,"No"
"Karen","F","Attorney",0.54124475,"No"
"Karen","F","Journalist",0.44687173,"No"
"Karen","F","Musician",0.49694392,"No"
"Karen","F","Teacher",0.5951954,"No"
"Karen","F","Media.Manager",0.4919919,"No"
"Karen","F","Graphic.Designer",0.48620027,"No"
"Karen","F","Judge",0.64004743,"No"
"Lisa","F","Artist",0.52097535,"No"
"Lisa","F","Marketing.Manager",0.5019571,"No"
"Lisa","F","Social.Worker",0.5634484,"No"
"Lisa","F","Attorney",0.4887694,"No"
"Lisa","F","Journalist",0.48109,"No"
"Lisa","F","Musician",0.47337133,"No"
"Lisa","F","Teacher",0.6061835,"No"
"Lisa","F","Media.Manager",0.5154237,"No"
"Lisa","F","Graphic.Designer",0.49973887,"No"
"Lisa","F","Judge",0.6070232,"No"
"Anna","F","Artist",0.5188118,"No"
"Anna","F","Marketing.Manager",0.47046778,"No"
"Anna","F","Social.Worker",0.5032188,"No"
"Anna","F","Attorney",0.41981858,"No"
"Anna","F","Journalist",0.54575866,"No"
"Anna","F","Musician",0.45577112,"No"
"Anna","F","Teacher",0.5348301,"No"
"Anna","F","Media.Manager",0.48350623,"No"
"Anna","F","Graphic.Designer",0.4496088,"No"
"Anna","F","Judge",0.54597366,"No"
"Sandra","F","Artist",0.50842583,"No"
"Sandra","F","Marketing.Manager",0.52264374,"No"
"Sandra","F","Social.Worker",0.5745728,"No"
"Sandra","F","Attorney",0.48928976,"No"
"Sandra","F","Journalist",0.5320982,"No"
"Sandra","F","Musician",0.5103018,"No"
"Sandra","F","Teacher",0.59076405,"No"
"Sandra","F","Media.Manager",0.513355,"No"
"Sandra","F","Graphic.Designer",0.48569167,"No"
"Sandra","F","Judge",0.60480785,"No"
"Emily","F","Artist",0.5548837,"No"
"Emily","F","Marketing.Manager",0.52709603,"No"
"Emily","F","Social.Worker",0.5742595,"No"
"Emily","F","Attorney",0.546312,"No"
"Emily","F","Journalist",0.4712479,"No"
"Emily","F","Musician",0.505141,"No"
"Emily","F","Teacher",0.5869738,"No"
"Emily","F","Media.Manager",0.5093852,"No"
"Emily","F","Graphic.Designer",0.5065273,"No"
"Emily","F","Judge",0.6772511,"No"
"Ashley","F","Artist",0.4453556,"No"
"Ashley","F","Marketing.Manager",0.47421736,"No"
"Ashley","F","Social.Worker",0.5187286,"No"
"Ashley","F","Attorney",0.44796684,"No"
"Ashley","F","Journalist",0.3703879,"No"
"Ashley","F","Musician",0.43050733,"No"
"Ashley","F","Teacher",0.5372959,"No"
"Ashley","F","Media.Manager",0.4767585,"No"
"Ashley","F","Graphic.Designer",0.43656373,"No"
"Ashley","F","Judge",0.5651569,"No"
