"Name","Gender","Word","CosineSimilarity","Good_or_Bad"
"Jennifer","F","lazy",0.3187273,"Bad"
"Jennifer","F","disagreeable",0.303981,"Bad"
"Jennifer","F","lousy",0.30736554,"Bad"
"Jennifer","F","sad",0.39150512,"Bad"
"Jennifer","F","hate",0.2526483,"Bad"
"Jennifer","F","violent",0.1781024,"Bad"
"Jennifer","F","bitter",0.2828192,"Bad"
"Jennifer","F","harsh",0.30999774,"Bad"
"Jennifer","F","angry",0.2770511,"Bad"
"Linda","F","rude",0.18010497,"Bad"
"Linda","F","lazy",0.27932072,"Bad"
"Linda","F","disagreeable",0.23776558,"Bad"
"Linda","F","lousy",0.29684648,"Bad"
"Linda","F","sad",0.32738864,"Bad"
"Linda","F","hate",0.14500678,"Bad"
"Linda","F","violent",0.06856084,"Bad"
"Linda","F","bitter",0.23838586,"Bad"
"Linda","F","harsh",0.21659,"Bad"
"Linda","F","angry",0.14357887,"Bad"
"Barbara","F","rude",0.22488979,"Bad"
"Barbara","F","lazy",0.1772269,"Bad"
"Barbara","F","disagreeable",0.22603863,"Bad"
"Barbara","F","lousy",0.2983807,"Bad"
"Barbara","F","sad",0.34354776,"Bad"
"Barbara","F","hate",0.16703615,"Bad"
"Barbara","F","violent",0.10149939,"Bad"
"Barbara","F","bitter",0.17547496,"Bad"
"Barbara","F","harsh",0.26445037,"Bad"
"Barbara","F","angry",0.20473805,"Bad"
"Margaret","F","rude",0.19934922,"Bad"
"Margaret","F","lazy",0.17978384,"Bad"
"Margaret","F","disagreeable",0.27107054,"Bad"
"Margaret","F","lousy",0.28602558,"Bad"
"Margaret","F","sad",0.4821341,"Bad"
"Margaret","F","hate",0.2637411,"Bad"
"Margaret","F","violent",0.10334723,"Bad"
"Margaret","F","bitter",0.29346812,"Bad"
"Margaret","F","harsh",0.30071518,"Bad"
"Margaret","F","angry",0.197692,"Bad"
"Susan","F","rude",0.2960016,"Bad"
"Susan","F","lazy",0.20916407,"Bad"
"Susan","F","disagreeable",0.2850179,"Bad"
"Susan","F","lousy",0.27893132,"Bad"
"Susan","F","sad",0.43442047,"Bad"
"Susan","F","hate",0.22034773,"Bad"
"Susan","F","violent",0.1246621,"Bad"
"Susan","F","bitter",0.29256135,"Bad"
"Susan","F","harsh",0.33109665,"Bad"
"Susan","F","angry",0.20276278,"Bad"
"Dorothy","F","rude",0.16743174,"Bad"
"Dorothy","F","lazy",0.14432696,"Bad"
"Dorothy","F","disagreeable",0.21967743,"Bad"
"Dorothy","F","lousy",0.23467702,"Bad"
"Dorothy","F","sad",0.2968101,"Bad"
"Dorothy","F","hate",0.044790722,"Bad"
"Dorothy","F","violent",0.019812196,"Bad"
"Dorothy","F","bitter",0.15544438,"Bad"
"Dorothy","F","harsh",0.1859597,"Bad"
"Dorothy","F","angry",0.032553703,"Bad"
"Sarah","F","rude",0.21899727,"Bad"
"Sarah","F","lazy",0.11185614,"Bad"
"Sarah","F","disagreeable",0.27191967,"Bad"
"Sarah","F","lousy",0.29060256,"Bad"
"Sarah","F","sad",0.50816053,"Bad"
"Sarah","F","hate",0.18249223,"Bad"
"Sarah","F","violent",0.1201195,"Bad"
"Sarah","F","bitter",0.22740322,"Bad"
"Sarah","F","harsh",0.3300805,"Bad"
"Sarah","F","angry",0.20431605,"Bad"
"Jessica","F","rude",0.22262906,"Bad"
"Jessica","F","lazy",0.23598725,"Bad"
"Jessica","F","disagreeable",0.29621,"Bad"
"Jessica","F","lousy",0.24987513,"Bad"
"Jessica","F","sad",0.4215991,"Bad"
"Jessica","F","hate",0.23846947,"Bad"
"Jessica","F","violent",0.12778226,"Bad"
"Jessica","F","bitter",0.24991202,"Bad"
"Jessica","F","harsh",0.33523524,"Bad"
"Jessica","F","angry",0.24479331,"Bad"
"Helen","F","rude",0.06540789,"Bad"
"Helen","F","lazy",-0.0022070706,"Bad"
"Helen","F","disagreeable",0.10477017,"Bad"
"Helen","F","lousy",0.121777646,"Bad"
"Helen","F","sad",0.39934972,"Bad"
"Helen","F","hate",0.11975643,"Bad"
"Helen","F","violent",0.1630025,"Bad"
"Helen","F","bitter",0.11392994,"Bad"
"Helen","F","harsh",0.19633237,"Bad"
"Helen","F","angry",0.14293532,"Bad"
"Nancy","F","rude",0.2345731,"Bad"
"Nancy","F","lazy",0.11810452,"Bad"
"Nancy","F","disagreeable",0.27456963,"Bad"
"Nancy","F","lousy",0.25024712,"Bad"
"Nancy","F","sad",0.37989765,"Bad"
"Nancy","F","hate",0.27024075,"Bad"
"Nancy","F","violent",0.23011604,"Bad"
"Nancy","F","bitter",0.25504482,"Bad"
"Nancy","F","harsh",0.3391846,"Bad"
"Nancy","F","angry",0.2550252,"Bad"
"Betty","F","rude",0.19240718,"Bad"
"Betty","F","lazy",0.18504864,"Bad"
"Betty","F","disagreeable",0.18716595,"Bad"
"Betty","F","lousy",0.30413222,"Bad"
"Betty","F","sad",0.3154006,"Bad"
"Betty","F","hate",0.25030398,"Bad"
"Betty","F","violent",0.070953466,"Bad"
"Betty","F","bitter",0.19254436,"Bad"
"Betty","F","harsh",0.20725857,"Bad"
"Betty","F","angry",0.1903547,"Bad"
"Karen","F","rude",0.15407023,"Bad"
"Karen","F","lazy",0.1602784,"Bad"
"Karen","F","disagreeable",0.17306092,"Bad"
"Karen","F","lousy",0.20733424,"Bad"
"Karen","F","sad",0.33837715,"Bad"
"Karen","F","hate",0.11040068,"Bad"
"Karen","F","violent",0.06789037,"Bad"
"Karen","F","bitter",0.099126,"Bad"
"Karen","F","harsh",0.20832656,"Bad"
"Karen","F","angry",0.1250206,"Bad"
"Lisa","F","rude",0.18118805,"Bad"
"Lisa","F","lazy",0.2350367,"Bad"
"Lisa","F","disagreeable",0.097995415,"Bad"
"Lisa","F","lousy",0.13708086,"Bad"
"Lisa","F","sad",0.31382686,"Bad"
"Lisa","F","hate",0.14424117,"Bad"
"Lisa","F","violent",-0.00056567416,"Bad"
"Lisa","F","bitter",0.068159476,"Bad"
"Lisa","F","harsh",0.19682294,"Bad"
"Lisa","F","angry",0.088782296,"Bad"
"Anna","F","rude",0.30753493,"Bad"
"Anna","F","lazy",0.23234397,"Bad"
"Anna","F","disagreeable",0.29709825,"Bad"
"Anna","F","lousy",0.3203306,"Bad"
"Anna","F","sad",0.55570745,"Bad"
"Anna","F","hate",0.22532824,"Bad"
"Anna","F","violent",0.18379563,"Bad"
"Anna","F","bitter",0.28273407,"Bad"
"Anna","F","harsh",0.36788404,"Bad"
"Anna","F","angry",0.23929906,"Bad"
"Sandra","F","rude",0.31139696,"Bad"
"Sandra","F","lazy",0.37624574,"Bad"
"Sandra","F","disagreeable",0.28422746,"Bad"
"Sandra","F","lousy",0.31355268,"Bad"
"Sandra","F","sad",0.3437596,"Bad"
"Sandra","F","hate",0.20399211,"Bad"
"Sandra","F","violent",0.08294321,"Bad"
"Sandra","F","bitter",0.17307179,"Bad"
"Sandra","F","harsh",0.26463836,"Bad"
"Sandra","F","angry",0.1871748,"Bad"
"Emily","F","rude",0.24407683,"Bad"
"Emily","F","lazy",0.14241378,"Bad"
"Emily","F","disagreeable",0.21505535,"Bad"
"Emily","F","lousy",0.19854835,"Bad"
"Emily","F","sad",0.47232297,"Bad"
"Emily","F","hate",0.24291028,"Bad"
"Emily","F","violent",0.18464908,"Bad"
"Emily","F","bitter",0.23475984,"Bad"
"Emily","F","harsh",0.30960786,"Bad"
"Emily","F","angry",0.24140823,"Bad"
"Ashley","F","rude",0.3031785,"Bad"
"Ashley","F","lazy",0.29209858,"Bad"
"Ashley","F","disagreeable",0.33014098,"Bad"
"Ashley","F","lousy",0.2674151,"Bad"
"Ashley","F","sad",0.3365779,"Bad"
"Ashley","F","hate",0.2265029,"Bad"
"Ashley","F","violent",0.13052127,"Bad"
"Ashley","F","bitter",0.3049847,"Bad"
"Ashley","F","harsh",0.3514368,"Bad"
"Ashley","F","angry",0.21687427,"Bad"
