"Name","Race","Word","CosineSimilarity","Good_or_Bad"
"Lian","Chinese","happy",0.26826936,"Good"
"Lian","Chinese","agreeable",0.33771408,"Good"
"Lian","Chinese","polite",0.3054667,"Good"
"Lian","Chinese","civil",0.4758532,"Good"
"Lian","Chinese","charming",0.2953259,"Good"
"Lian","Chinese","gracious",0.3954295,"Good"
"Lian","Chinese","gentle",0.2762472,"Good"
"Lian","Chinese","approachable",0.41287,"Good"
"Lian","Chinese","love",0.34521192,"Good"
"Lian","Chinese","cool",0.3383084,"Good"
"Shan","Chinese","happy",0.26206684,"Good"
"Shan","Chinese","agreeable",0.3487836,"Good"
"Shan","Chinese","polite",0.31814575,"Good"
"Shan","Chinese","civil",0.51319414,"Good"
"Shan","Chinese","charming",0.2960282,"Good"
"Shan","Chinese","gracious",0.37360305,"Good"
"Shan","Chinese","gentle",0.24655187,"Good"
"Shan","Chinese","approachable",0.41903389,"Good"
"Shan","Chinese","love",0.28144622,"Good"
"Shan","Chinese","cool",0.29860246,"Good"
"Lew","Chinese","happy",0.4404704,"Good"
"Lew","Chinese","agreeable",0.47623593,"Good"
"Lew","Chinese","polite",0.43119842,"Good"
"Lew","Chinese","civil",0.6075206,"Good"
"Lew","Chinese","charming",0.4699243,"Good"
"Lew","Chinese","gracious",0.51999676,"Good"
"Lew","Chinese","gentle",0.47763002,"Good"
"Lew","Chinese","approachable",0.5027865,"Good"
"Lew","Chinese","love",0.48061538,"Good"
"Lew","Chinese","cool",0.49981236,"Good"
"Long","Chinese","happy",0.45454395,"Good"
"Long","Chinese","agreeable",0.4779171,"Good"
"Long","Chinese","polite",0.29065514,"Good"
"Long","Chinese","civil",0.3839144,"Good"
"Long","Chinese","charming",0.37381878,"Good"
"Long","Chinese","gracious",0.4597123,"Good"
"Long","Chinese","gentle",0.25328377,"Good"
"Long","Chinese","approachable",0.45055565,"Good"
"Long","Chinese","love",0.45496845,"Good"
"Long","Chinese","cool",0.41207966,"Good"
"Quan","Chinese","happy",0.24471007,"Good"
"Quan","Chinese","agreeable",0.30072433,"Good"
"Quan","Chinese","polite",0.23363033,"Good"
"Quan","Chinese","civil",0.4131623,"Good"
"Quan","Chinese","charming",0.22920549,"Good"
"Quan","Chinese","gracious",0.29632035,"Good"
"Quan","Chinese","gentle",0.1775738,"Good"
"Quan","Chinese","approachable",0.39539936,"Good"
"Quan","Chinese","love",0.30457574,"Good"
"Quan","Chinese","cool",0.28514254,"Good"
"Jun","Chinese","happy",0.435784,"Good"
"Jun","Chinese","agreeable",0.5382695,"Good"
"Jun","Chinese","polite",0.4587593,"Good"
"Jun","Chinese","civil",0.6238599,"Good"
"Jun","Chinese","charming",0.4266085,"Good"
"Jun","Chinese","gracious",0.54574907,"Good"
"Jun","Chinese","gentle",0.35889745,"Good"
"Jun","Chinese","approachable",0.57044786,"Good"
"Jun","Chinese","love",0.47798854,"Good"
"Jun","Chinese","cool",0.49286667,"Good"
"Tou","Chinese","happy",0.39081416,"Good"
"Tou","Chinese","agreeable",0.5089374,"Good"
"Tou","Chinese","polite",0.39434654,"Good"
"Tou","Chinese","civil",0.5570325,"Good"
"Tou","Chinese","charming",0.40927905,"Good"
"Tou","Chinese","gracious",0.537184,"Good"
"Tou","Chinese","gentle",0.33209342,"Good"
"Tou","Chinese","approachable",0.52018183,"Good"
"Tou","Chinese","love",0.478385,"Good"
"Tou","Chinese","cool",0.43381566,"Good"
"Jin","Chinese","happy",0.39470854,"Good"
"Jin","Chinese","agreeable",0.43267062,"Good"
"Jin","Chinese","polite",0.32959184,"Good"
"Jin","Chinese","civil",0.5205474,"Good"
"Jin","Chinese","charming",0.40786284,"Good"
"Jin","Chinese","gracious",0.43391347,"Good"
"Jin","Chinese","gentle",0.26680413,"Good"
"Jin","Chinese","approachable",0.44902414,"Good"
"Jin","Chinese","love",0.35987514,"Good"
"Jin","Chinese","cool",0.3968041,"Good"
"Cai","Chinese","happy",0.48170134,"Good"
"Cai","Chinese","agreeable",0.55970836,"Good"
"Cai","Chinese","polite",0.46355468,"Good"
"Cai","Chinese","civil",0.702203,"Good"
"Cai","Chinese","charming",0.5046622,"Good"
"Cai","Chinese","gracious",0.58705544,"Good"
"Cai","Chinese","gentle",0.4501385,"Good"
"Cai","Chinese","approachable",0.6492545,"Good"
"Cai","Chinese","love",0.533749,"Good"
"Cai","Chinese","cool",0.53157187,"Good"
"Chan","Chinese","happy",0.38576767,"Good"
"Chan","Chinese","agreeable",0.3910361,"Good"
"Chan","Chinese","polite",0.34990197,"Good"
"Chan","Chinese","civil",0.48846367,"Good"
"Chan","Chinese","charming",0.38441247,"Good"
"Chan","Chinese","gracious",0.39323545,"Good"
"Chan","Chinese","gentle",0.34057474,"Good"
"Chan","Chinese","approachable",0.53464526,"Good"
"Chan","Chinese","love",0.4021839,"Good"
"Chan","Chinese","cool",0.4192453,"Good"
"Lue","Chinese","happy",0.29256988,"Good"
"Lue","Chinese","agreeable",0.44537553,"Good"
"Lue","Chinese","polite",0.41793674,"Good"
"Lue","Chinese","civil",0.5404836,"Good"
"Lue","Chinese","charming",0.3141808,"Good"
"Lue","Chinese","gracious",0.41945612,"Good"
"Lue","Chinese","gentle",0.39553356,"Good"
"Lue","Chinese","approachable",0.4987803,"Good"
"Lue","Chinese","love",0.3729937,"Good"
"Lue","Chinese","cool",0.40817052,"Good"
"China","Chinese","happy",0.17431182,"Good"
"China","Chinese","agreeable",0.19699615,"Good"
"China","Chinese","polite",0.21231374,"Good"
"China","Chinese","civil",0.28066987,"Good"
"China","Chinese","charming",0.20607023,"Good"
"China","Chinese","gracious",0.1991143,"Good"
"China","Chinese","gentle",0.20417309,"Good"
"China","Chinese","approachable",0.19232336,"Good"
"China","Chinese","love",0.1911191,"Good"
"China","Chinese","cool",0.20575538,"Good"
"Lu","Chinese","happy",0.40087575,"Good"
"Lu","Chinese","agreeable",0.4897384,"Good"
"Lu","Chinese","polite",0.36284643,"Good"
"Lu","Chinese","civil",0.5877638,"Good"
"Lu","Chinese","charming",0.45920134,"Good"
"Lu","Chinese","gracious",0.4717229,"Good"
"Lu","Chinese","gentle",0.43545705,"Good"
"Lu","Chinese","approachable",0.54174125,"Good"
"Lu","Chinese","love",0.49044555,"Good"
"Lu","Chinese","cool",0.47415423,"Good"
"Maylee","Chinese","happy",0.270778,"Good"
"Maylee","Chinese","agreeable",0.34023112,"Good"
"Maylee","Chinese","polite",0.3639844,"Good"
"Maylee","Chinese","civil",0.5057528,"Good"
"Maylee","Chinese","charming",0.35366818,"Good"
"Maylee","Chinese","gracious",0.4184843,"Good"
"Maylee","Chinese","gentle",0.40638596,"Good"
"Maylee","Chinese","approachable",0.45994014,"Good"
"Maylee","Chinese","love",0.36553973,"Good"
"Maylee","Chinese","cool",0.32014984,"Good"
"Tennie","Chinese","happy",0.2726247,"Good"
"Tennie","Chinese","agreeable",0.34463555,"Good"
"Tennie","Chinese","polite",0.33029735,"Good"
"Tennie","Chinese","civil",0.43003473,"Good"
"Tennie","Chinese","charming",0.29110783,"Good"
"Tennie","Chinese","gracious",0.3132562,"Good"
"Tennie","Chinese","gentle",0.29367727,"Good"
"Tennie","Chinese","approachable",0.4522629,"Good"
"Tennie","Chinese","love",0.33565843,"Good"
"Tennie","Chinese","cool",0.3332671,"Good"
"Maylin","Chinese","happy",0.36116832,"Good"
"Maylin","Chinese","agreeable",0.4333074,"Good"
"Maylin","Chinese","polite",0.39182496,"Good"
"Maylin","Chinese","civil",0.55328184,"Good"
"Maylin","Chinese","charming",0.402493,"Good"
"Maylin","Chinese","gracious",0.48961008,"Good"
"Maylin","Chinese","gentle",0.42957872,"Good"
"Maylin","Chinese","approachable",0.50377613,"Good"
"Maylin","Chinese","love",0.46354398,"Good"
"Maylin","Chinese","cool",0.41551864,"Good"
"Chynna","Chinese","happy",0.503013,"Good"
"Chynna","Chinese","agreeable",0.61131793,"Good"
"Chynna","Chinese","polite",0.52626145,"Good"
"Chynna","Chinese","civil",0.6937915,"Good"
"Chynna","Chinese","charming",0.58161306,"Good"
"Chynna","Chinese","gracious",0.63163596,"Good"
"Chynna","Chinese","gentle",0.52748585,"Good"
"Chynna","Chinese","approachable",0.6652496,"Good"
"Chynna","Chinese","love",0.5984576,"Good"
"Chynna","Chinese","cool",0.60646653,"Good"
"Jia","Chinese","happy",0.30479592,"Good"
"Jia","Chinese","agreeable",0.379627,"Good"
"Jia","Chinese","polite",0.32788467,"Good"
"Jia","Chinese","civil",0.51069343,"Good"
"Jia","Chinese","charming",0.33202404,"Good"
"Jia","Chinese","gracious",0.4304392,"Good"
"Jia","Chinese","gentle",0.28888178,"Good"
"Jia","Chinese","approachable",0.39367455,"Good"
"Jia","Chinese","love",0.37055272,"Good"
"Jia","Chinese","cool",0.360702,"Good"
"Mei","Chinese","happy",0.41580036,"Good"
"Mei","Chinese","agreeable",0.5032919,"Good"
"Mei","Chinese","polite",0.46804178,"Good"
"Mei","Chinese","civil",0.6363448,"Good"
"Mei","Chinese","charming",0.43349198,"Good"
"Mei","Chinese","gracious",0.51784074,"Good"
"Mei","Chinese","gentle",0.4259811,"Good"
"Mei","Chinese","approachable",0.5431211,"Good"
"Mei","Chinese","love",0.49853855,"Good"
"Mei","Chinese","cool",0.4859165,"Good"
"Tylee","Chinese","happy",0.28197646,"Good"
"Tylee","Chinese","agreeable",0.3641727,"Good"
"Tylee","Chinese","polite",0.30180606,"Good"
"Tylee","Chinese","civil",0.43103904,"Good"
"Tylee","Chinese","charming",0.28762698,"Good"
"Tylee","Chinese","gracious",0.36665028,"Good"
"Tylee","Chinese","gentle",0.29089934,"Good"
"Tylee","Chinese","approachable",0.39737594,"Good"
"Tylee","Chinese","love",0.35715696,"Good"
"Tylee","Chinese","cool",0.3301313,"Good"
"Reginald","Black","rude",0.14275418,"Bad"
"Reginald","Black","lazy",0.1446869,"Bad"
"Reginald","Black","disagreeable",0.22258623,"Bad"
"Reginald","Black","lousy",0.35112476,"Bad"
"Reginald","Black","sad",0.4154035,"Bad"
"Reginald","Black","hate",0.1413225,"Bad"
"Reginald","Black","violent",0.0687961,"Bad"
"Reginald","Black","bitter",0.26943287,"Bad"
"Reginald","Black","harsh",0.24490273,"Bad"
"Reginald","Black","angry",0.1582437,"Bad"
"Kameron","Black","rude",0.22368461,"Bad"
"Kameron","Black","lazy",0.12653065,"Bad"
"Kameron","Black","disagreeable",0.2810617,"Bad"
"Kameron","Black","lousy",0.31238163,"Bad"
"Kameron","Black","sad",0.69178367,"Bad"
"Kameron","Black","hate",0.14806914,"Bad"
"Kameron","Black","violent",0.22316751,"Bad"
"Kameron","Black","bitter",0.27777636,"Bad"
"Kameron","Black","harsh",0.3464331,"Bad"
"Kameron","Black","angry",0.22172514,"Bad"
"Kendrick","Black","rude",0.26961264,"Bad"
"Kendrick","Black","lazy",0.21156932,"Bad"
"Kendrick","Black","disagreeable",0.28618026,"Bad"
"Kendrick","Black","lousy",0.2699602,"Bad"
"Kendrick","Black","sad",0.44143718,"Bad"
"Kendrick","Black","hate",0.024427056,"Bad"
"Kendrick","Black","violent",0.12345463,"Bad"
"Kendrick","Black","bitter",0.110704884,"Bad"
"Kendrick","Black","harsh",0.24599695,"Bad"
"Kendrick","Black","angry",0.14518158,"Bad"
"Javon","Black","rude",0.29557085,"Bad"
"Javon","Black","lazy",0.18665445,"Bad"
"Javon","Black","disagreeable",0.38387865,"Bad"
"Javon","Black","lousy",0.42485213,"Bad"
"Javon","Black","sad",0.7808699,"Bad"
"Javon","Black","hate",0.25099888,"Bad"
"Javon","Black","violent",0.26964307,"Bad"
"Javon","Black","bitter",0.3206151,"Bad"
"Javon","Black","harsh",0.48717636,"Bad"
"Javon","Black","angry",0.34454745,"Bad"
"Tyrell","Black","rude",0.16927135,"Bad"
"Tyrell","Black","lazy",0.10074307,"Bad"
"Tyrell","Black","disagreeable",0.19724645,"Bad"
"Tyrell","Black","lousy",0.3409174,"Bad"
"Tyrell","Black","sad",0.4229633,"Bad"
"Tyrell","Black","hate",0.08439871,"Bad"
"Tyrell","Black","violent",0.12460834,"Bad"
"Tyrell","Black","bitter",0.32642794,"Bad"
"Tyrell","Black","harsh",0.26832044,"Bad"
"Tyrell","Black","angry",0.19743904,"Bad"
"Jamar","Black","rude",0.29754284,"Bad"
"Jamar","Black","lazy",0.19682297,"Bad"
"Jamar","Black","disagreeable",0.35382286,"Bad"
"Jamar","Black","lousy",0.36635625,"Bad"
"Jamar","Black","sad",0.6589824,"Bad"
"Jamar","Black","hate",0.18482289,"Bad"
"Jamar","Black","violent",0.2707703,"Bad"
"Jamar","Black","bitter",0.3293048,"Bad"
"Jamar","Black","harsh",0.43181613,"Bad"
"Jamar","Black","angry",0.2838466,"Bad"
"Camron","Black","rude",0.14118865,"Bad"
"Camron","Black","lazy",0.09002036,"Bad"
"Camron","Black","disagreeable",0.18488336,"Bad"
"Camron","Black","lousy",0.23404764,"Bad"
"Camron","Black","sad",0.6024511,"Bad"
"Camron","Black","hate",0.09432738,"Bad"
"Camron","Black","violent",0.19896309,"Bad"
"Camron","Black","bitter",0.1801484,"Bad"
"Camron","Black","harsh",0.22768152,"Bad"
"Camron","Black","angry",0.15301275,"Bad"
"Tyree","Black","rude",0.20860735,"Bad"
"Tyree","Black","lazy",0.17945611,"Bad"
"Tyree","Black","disagreeable",0.2309884,"Bad"
"Tyree","Black","lousy",0.34538394,"Bad"
"Tyree","Black","sad",0.4068069,"Bad"
"Tyree","Black","hate",0.13717003,"Bad"
"Tyree","Black","violent",0.08902299,"Bad"
"Tyree","Black","bitter",0.35458153,"Bad"
"Tyree","Black","harsh",0.2814201,"Bad"
"Tyree","Black","angry",0.22083606,"Bad"
"Jamari","Black","rude",0.33167174,"Bad"
"Jamari","Black","lazy",0.20244204,"Bad"
"Jamari","Black","disagreeable",0.36641675,"Bad"
"Jamari","Black","lousy",0.3964051,"Bad"
"Jamari","Black","sad",0.70046806,"Bad"
"Jamari","Black","hate",0.21092312,"Bad"
"Jamari","Black","violent",0.28137267,"Bad"
"Jamari","Black","bitter",0.3608842,"Bad"
"Jamari","Black","harsh",0.46271452,"Bad"
"Jamari","Black","angry",0.3344869,"Bad"
"Reggie","Black","rude",0.16860557,"Bad"
"Reggie","Black","lazy",0.2087562,"Bad"
"Reggie","Black","disagreeable",0.22164634,"Bad"
"Reggie","Black","lousy",0.30134767,"Bad"
"Reggie","Black","sad",0.40404248,"Bad"
"Reggie","Black","hate",0.16819847,"Bad"
"Reggie","Black","violent",0.05499317,"Bad"
"Reggie","Black","bitter",0.23835301,"Bad"
"Reggie","Black","harsh",0.24578983,"Bad"
"Reggie","Black","angry",0.19693609,"Bad"
"Jada","Black","rude",0.31812406,"Bad"
"Jada","Black","lazy",0.25050017,"Bad"
"Jada","Black","disagreeable",0.3982243,"Bad"
"Jada","Black","lousy",0.4556753,"Bad"
"Jada","Black","sad",0.7934736,"Bad"
"Jada","Black","hate",0.2878492,"Bad"
"Jada","Black","violent",0.2699188,"Bad"
"Jada","Black","bitter",0.38037333,"Bad"
"Jada","Black","harsh",0.50567627,"Bad"
"Jada","Black","angry",0.3503705,"Bad"
"Latoya","Black","rude",0.12164026,"Bad"
"Latoya","Black","lazy",0.117209986,"Bad"
"Latoya","Black","disagreeable",0.15476137,"Bad"
"Latoya","Black","lousy",0.29363006,"Bad"
"Latoya","Black","sad",0.5494659,"Bad"
"Latoya","Black","hate",0.16705793,"Bad"
"Latoya","Black","violent",0.13331527,"Bad"
"Latoya","Black","bitter",0.3402065,"Bad"
"Latoya","Black","harsh",0.28865182,"Bad"
"Latoya","Black","angry",0.1733226,"Bad"
"Jayla","Black","rude",0.15104546,"Bad"
"Jayla","Black","lazy",0.10563384,"Bad"
"Jayla","Black","disagreeable",0.20747828,"Bad"
"Jayla","Black","lousy",0.23270029,"Bad"
"Jayla","Black","sad",0.5693727,"Bad"
"Jayla","Black","hate",0.09491035,"Bad"
"Jayla","Black","violent",0.21038657,"Bad"
"Jayla","Black","bitter",0.2613737,"Bad"
"Jayla","Black","harsh",0.29548818,"Bad"
"Jayla","Black","angry",0.1644455,"Bad"
"Tamika","Black","rude",0.2563963,"Bad"
"Tamika","Black","lazy",0.22720252,"Bad"
"Tamika","Black","disagreeable",0.33242035,"Bad"
"Tamika","Black","lousy",0.3523321,"Bad"
"Tamika","Black","sad",0.6368456,"Bad"
"Tamika","Black","hate",0.22165492,"Bad"
"Tamika","Black","violent",0.21330813,"Bad"
"Tamika","Black","bitter",0.35167065,"Bad"
"Tamika","Black","harsh",0.43181854,"Bad"
"Tamika","Black","angry",0.3083411,"Bad"
"Latoyna","Black","rude",0.16369551,"Bad"
"Latoyna","Black","lazy",0.10375109,"Bad"
"Latoyna","Black","disagreeable",0.18668142,"Bad"
"Latoyna","Black","lousy",0.3058219,"Bad"
"Latoyna","Black","sad",0.5900569,"Bad"
"Latoyna","Black","hate",0.18423781,"Bad"
"Latoyna","Black","violent",0.15245229,"Bad"
"Latoyna","Black","bitter",0.34240603,"Bad"
"Latoyna","Black","harsh",0.31504565,"Bad"
"Latoyna","Black","angry",0.1875897,"Bad"
"Journey","Black","rude",0.13310921,"Bad"
"Journey","Black","lazy",0.09276979,"Bad"
"Journey","Black","disagreeable",0.16163398,"Bad"
"Journey","Black","lousy",0.19508675,"Bad"
"Journey","Black","sad",0.48082,"Bad"
"Journey","Black","hate",0.045950964,"Bad"
"Journey","Black","violent",0.15381408,"Bad"
"Journey","Black","bitter",0.19047242,"Bad"
"Journey","Black","harsh",0.22452459,"Bad"
"Journey","Black","angry",0.12612702,"Bad"
"Tameka","Black","rude",0.34327066,"Bad"
"Tameka","Black","lazy",0.3063984,"Bad"
"Tameka","Black","disagreeable",0.41126296,"Bad"
"Tameka","Black","lousy",0.46362054,"Bad"
"Tameka","Black","sad",0.7550932,"Bad"
"Tameka","Black","hate",0.27595773,"Bad"
"Tameka","Black","violent",0.26273316,"Bad"
"Tameka","Black","bitter",0.40912253,"Bad"
"Tameka","Black","harsh",0.5017718,"Bad"
"Tameka","Black","angry",0.33134714,"Bad"
"Journee","Black","rude",0.29654434,"Bad"
"Journee","Black","lazy",0.21147434,"Bad"
"Journee","Black","disagreeable",0.36995864,"Bad"
"Journee","Black","lousy",0.46091038,"Bad"
"Journee","Black","sad",0.75342727,"Bad"
"Journee","Black","hate",0.22454494,"Bad"
"Journee","Black","violent",0.26948315,"Bad"
"Journee","Black","bitter",0.35159314,"Bad"
"Journee","Black","harsh",0.4715798,"Bad"
"Journee","Black","angry",0.3113104,"Bad"
"Lawanda","Black","rude",0.1733161,"Bad"
"Lawanda","Black","lazy",0.110717446,"Bad"
"Lawanda","Black","disagreeable",0.23868231,"Bad"
"Lawanda","Black","lousy",0.28178704,"Bad"
"Lawanda","Black","sad",0.52189,"Bad"
"Lawanda","Black","hate",0.10874282,"Bad"
"Lawanda","Black","violent",0.26339394,"Bad"
"Lawanda","Black","bitter",0.24640734,"Bad"
"Lawanda","Black","harsh",0.30773163,"Bad"
"Lawanda","Black","angry",0.16860968,"Bad"
"Janiya","Black","rude",0.18917644,"Bad"
"Janiya","Black","lazy",0.1835879,"Bad"
"Janiya","Black","disagreeable",0.25528312,"Bad"
"Janiya","Black","lousy",0.22100407,"Bad"
"Janiya","Black","sad",0.5211123,"Bad"
"Janiya","Black","hate",0.13625282,"Bad"
"Janiya","Black","violent",0.046795413,"Bad"
"Janiya","Black","bitter",0.21558031,"Bad"
"Janiya","Black","harsh",0.27089965,"Bad"
"Janiya","Black","angry",0.14094648,"Bad"
"James","White","rude",0.15423982,"Bad"
"James","White","lazy",0.13918203,"Bad"
"James","White","disagreeable",0.19449735,"Bad"
"James","White","lousy",0.19097292,"Bad"
"James","White","sad",0.53450805,"Bad"
"James","White","hate",0.08155027,"Bad"
"James","White","violent",0.14315224,"Bad"
"James","White","bitter",0.09925954,"Bad"
"James","White","harsh",0.20302081,"Bad"
"James","White","angry",0.10010566,"Bad"
"John","White","rude",0.254573,"Bad"
"John","White","lazy",0.2086558,"Bad"
"John","White","disagreeable",0.2982174,"Bad"
"John","White","lousy",0.3139781,"Bad"
"John","White","sad",0.46741343,"Bad"
"John","White","hate",0.14853582,"Bad"
"John","White","violent",0.18025781,"Bad"
"John","White","bitter",0.14543661,"Bad"
"John","White","harsh",0.2846806,"Bad"
"John","White","angry",0.16492759,"Bad"
"Robert","White","rude",0.11412107,"Bad"
"Robert","White","lazy",0.1059913,"Bad"
"Robert","White","disagreeable",0.10278945,"Bad"
"Robert","White","lousy",0.17473099,"Bad"
"Robert","White","sad",0.35882297,"Bad"
"Robert","White","hate",0.022596896,"Bad"
"Robert","White","violent",0.116097346,"Bad"
"Robert","White","bitter",0.10123548,"Bad"
"Robert","White","harsh",0.16901517,"Bad"
"Robert","White","angry",0.111700535,"Bad"
"Michael","White","rude",0.23725885,"Bad"
"Michael","White","lazy",0.139858,"Bad"
"Michael","White","disagreeable",0.26296735,"Bad"
"Michael","White","lousy",0.25630122,"Bad"
"Michael","White","sad",0.39389902,"Bad"
"Michael","White","hate",0.110103905,"Bad"
"Michael","White","violent",0.120139934,"Bad"
"Michael","White","bitter",0.2142383,"Bad"
"Michael","White","harsh",0.30004203,"Bad"
"Michael","White","angry",0.17097133,"Bad"
"William","White","rude",0.24339707,"Bad"
"William","White","lazy",0.094859585,"Bad"
"William","White","disagreeable",0.22537762,"Bad"
"William","White","lousy",0.27083647,"Bad"
"William","White","sad",0.46508053,"Bad"
"William","White","hate",0.16420129,"Bad"
"William","White","violent",0.2616695,"Bad"
"William","White","bitter",0.17436522,"Bad"
"William","White","harsh",0.32515258,"Bad"
"William","White","angry",0.22602168,"Bad"
"David","White","rude",0.19429955,"Bad"
"David","White","lazy",0.13162401,"Bad"
"David","White","disagreeable",0.19325632,"Bad"
"David","White","lousy",0.3201626,"Bad"
"David","White","sad",0.53839344,"Bad"
"David","White","hate",0.13139808,"Bad"
"David","White","violent",0.14149234,"Bad"
"David","White","bitter",0.23835275,"Bad"
"David","White","harsh",0.28363967,"Bad"
"David","White","angry",0.19071403,"Bad"
"Joseph","White","rude",0.095039144,"Bad"
"Joseph","White","lazy",0.06616013,"Bad"
"Joseph","White","disagreeable",0.12752336,"Bad"
"Joseph","White","lousy",0.16830912,"Bad"
"Joseph","White","sad",0.37958467,"Bad"
"Joseph","White","hate",0.10969064,"Bad"
"Joseph","White","violent",0.05564929,"Bad"
"Joseph","White","bitter",0.10472305,"Bad"
"Joseph","White","harsh",0.18201351,"Bad"
"Joseph","White","angry",0.10796586,"Bad"
"Richard","White","rude",0.17097677,"Bad"
"Richard","White","lazy",0.06865239,"Bad"
"Richard","White","disagreeable",0.1281633,"Bad"
"Richard","White","lousy",0.22786358,"Bad"
"Richard","White","sad",0.25872773,"Bad"
"Richard","White","hate",0.06251037,"Bad"
"Richard","White","violent",0.1173968,"Bad"
"Richard","White","bitter",0.13718793,"Bad"
"Richard","White","harsh",0.21866196,"Bad"
"Richard","White","angry",0.10801739,"Bad"
"Charles","White","rude",0.106306404,"Bad"
"Charles","White","lazy",0.05064248,"Bad"
"Charles","White","disagreeable",0.19322313,"Bad"
"Charles","White","lousy",0.2133393,"Bad"
"Charles","White","sad",0.36805478,"Bad"
"Charles","White","hate",0.08912164,"Bad"
"Charles","White","violent",0.1172057,"Bad"
"Charles","White","bitter",0.15427044,"Bad"
"Charles","White","harsh",0.25108278,"Bad"
"Charles","White","angry",0.11253168,"Bad"
"Thomas","White","rude",0.2608481,"Bad"
"Thomas","White","lazy",0.10134894,"Bad"
"Thomas","White","disagreeable",0.2926547,"Bad"
"Thomas","White","lousy",0.24462403,"Bad"
"Thomas","White","sad",0.43369946,"Bad"
"Thomas","White","hate",0.12922496,"Bad"
"Thomas","White","violent",0.11719784,"Bad"
"Thomas","White","bitter",0.1938239,"Bad"
"Thomas","White","harsh",0.27686602,"Bad"
"Thomas","White","angry",0.18069094,"Bad"
"Mary","White","rude",0.15179422,"Bad"
"Mary","White","lazy",0.13415672,"Bad"
"Mary","White","disagreeable",0.22974701,"Bad"
"Mary","White","lousy",0.34510264,"Bad"
"Mary","White","sad",0.5397055,"Bad"
"Mary","White","hate",0.2231707,"Bad"
"Mary","White","violent",0.15887883,"Bad"
"Mary","White","bitter",0.21938121,"Bad"
"Mary","White","harsh",0.3125402,"Bad"
"Mary","White","angry",0.22864944,"Bad"
"Elizabeth","White","rude",0.08107543,"Bad"
"Elizabeth","White","lazy",0.07251571,"Bad"
"Elizabeth","White","disagreeable",0.14202318,"Bad"
"Elizabeth","White","lousy",0.18117955,"Bad"
"Elizabeth","White","sad",0.3901019,"Bad"
"Elizabeth","White","hate",0.10435428,"Bad"
"Elizabeth","White","violent",0.051065642,"Bad"
"Elizabeth","White","bitter",0.11068821,"Bad"
"Elizabeth","White","harsh",0.17840482,"Bad"
"Elizabeth","White","angry",0.06369999,"Bad"
"Patricia","White","rude",0.2322013,"Bad"
"Patricia","White","lazy",0.26472583,"Bad"
"Patricia","White","disagreeable",0.22243051,"Bad"
"Patricia","White","lousy",0.22797489,"Bad"
"Patricia","White","sad",0.33314627,"Bad"
"Patricia","White","hate",0.2597198,"Bad"
"Patricia","White","violent",0.08556625,"Bad"
"Patricia","White","bitter",0.24542053,"Bad"
"Patricia","White","harsh",0.27358586,"Bad"
"Patricia","White","angry",0.22958195,"Bad"
"Jennifer","White","rude",0.26556563,"Bad"
"Jennifer","White","lazy",0.31872737,"Bad"
"Jennifer","White","disagreeable",0.30398113,"Bad"
"Jennifer","White","lousy",0.30736572,"Bad"
"Jennifer","White","sad",0.3915052,"Bad"
"Jennifer","White","hate",0.25264838,"Bad"
"Jennifer","White","violent",0.1781025,"Bad"
"Jennifer","White","bitter",0.28281933,"Bad"
"Jennifer","White","harsh",0.3099979,"Bad"
"Jennifer","White","angry",0.27705127,"Bad"
"Linda","White","rude",0.180105,"Bad"
"Linda","White","lazy",0.27932075,"Bad"
"Linda","White","disagreeable",0.23776564,"Bad"
"Linda","White","lousy",0.29684654,"Bad"
"Linda","White","sad",0.32738853,"Bad"
"Linda","White","hate",0.1450068,"Bad"
"Linda","White","violent",0.06856082,"Bad"
"Linda","White","bitter",0.23838592,"Bad"
"Linda","White","harsh",0.21659002,"Bad"
"Linda","White","angry",0.14357892,"Bad"
"Barbara","White","rude",0.22488977,"Bad"
"Barbara","White","lazy",0.17722678,"Bad"
"Barbara","White","disagreeable",0.22603859,"Bad"
"Barbara","White","lousy",0.29838067,"Bad"
"Barbara","White","sad",0.34354773,"Bad"
"Barbara","White","hate",0.16703604,"Bad"
"Barbara","White","violent",0.1014994,"Bad"
"Barbara","White","bitter",0.17547497,"Bad"
"Barbara","White","harsh",0.26445034,"Bad"
"Barbara","White","angry",0.20473799,"Bad"
"Margaret","White","rude",0.1993492,"Bad"
"Margaret","White","lazy",0.17978391,"Bad"
"Margaret","White","disagreeable",0.27107048,"Bad"
"Margaret","White","lousy",0.28602567,"Bad"
"Margaret","White","sad",0.4821341,"Bad"
"Margaret","White","hate",0.26374108,"Bad"
"Margaret","White","violent",0.1033472,"Bad"
"Margaret","White","bitter",0.29346818,"Bad"
"Margaret","White","harsh",0.30071512,"Bad"
"Margaret","White","angry",0.19769198,"Bad"
"Susan","White","rude",0.29600155,"Bad"
"Susan","White","lazy",0.20916408,"Bad"
"Susan","White","disagreeable",0.28501785,"Bad"
"Susan","White","lousy",0.27893126,"Bad"
"Susan","White","sad",0.43442044,"Bad"
"Susan","White","hate",0.2203477,"Bad"
"Susan","White","violent",0.12466207,"Bad"
"Susan","White","bitter",0.2925613,"Bad"
"Susan","White","harsh",0.33109665,"Bad"
"Susan","White","angry",0.20276275,"Bad"
"Sarah","White","rude",0.21899733,"Bad"
"Sarah","White","lazy",0.11185614,"Bad"
