"Name","Gender","Career","CosineSimilarity","STEM"
"Matthew","M","Teacher",0.991095,"No"
"Matthew","M","Media.Manager",0.99676573,"No"
"Matthew","M","Graphic.Designer",0.99356973,"No"
"Matthew","M","Judge",0.9970742,"No"
"George","M","Artist",0.9949808,"No"
"George","M","Marketing.Manager",0.99586123,"No"
"George","M","Social.Worker",0.9923253,"No"
"George","M","Attorney",0.99477124,"No"
"George","M","Journalist",0.99155164,"No"
"George","M","Musician",0.9943314,"No"
"George","M","Teacher",0.98733336,"No"
"George","M","Media.Manager",0.99501663,"No"
"George","M","Graphic.Designer",0.9905669,"No"
"George","M","Judge",0.99561894,"No"
"Anthony","M","Artist",0.99691224,"No"
"Anthony","M","Marketing.Manager",0.99773604,"No"
"Anthony","M","Social.Worker",0.9949751,"No"
"Anthony","M","Attorney",0.9973048,"No"
"Anthony","M","Journalist",0.9939243,"No"
"Anthony","M","Musician",0.9965538,"No"
"Anthony","M","Teacher",0.99035215,"No"
"Anthony","M","Media.Manager",0.99746376,"No"
"Anthony","M","Graphic.Designer",0.99319285,"No"
"Anthony","M","Judge",0.99752945,"No"
"Donald","M","Artist",0.9948031,"No"
"Donald","M","Marketing.Manager",0.9959029,"No"
"Donald","M","Social.Worker",0.99237764,"No"
"Donald","M","Attorney",0.9947165,"No"
"Donald","M","Journalist",0.9919102,"No"
"Donald","M","Musician",0.9940233,"No"
"Donald","M","Teacher",0.9874045,"No"
"Donald","M","Media.Manager",0.9950011,"No"
"Donald","M","Graphic.Designer",0.9903666,"No"
"Donald","M","Judge",0.9953733,"No"
"Paul","M","Artist",0.99658614,"No"
"Paul","M","Marketing.Manager",0.996567,"No"
"Paul","M","Social.Worker",0.9953403,"No"
"Paul","M","Attorney",0.99669,"No"
"Paul","M","Journalist",0.99434304,"No"
"Paul","M","Musician",0.9966613,"No"
"Paul","M","Teacher",0.9920126,"No"
"Paul","M","Media.Manager",0.99662906,"No"
"Paul","M","Graphic.Designer",0.9935346,"No"
"Paul","M","Judge",0.9972875,"No"
"Mark","M","Artist",0.99696004,"No"
"Mark","M","Marketing.Manager",0.9976414,"No"
"Mark","M","Social.Worker",0.99545664,"No"
"Mark","M","Attorney",0.99784374,"No"
"Mark","M","Journalist",0.99400157,"No"
"Mark","M","Musician",0.99697113,"No"
"Mark","M","Teacher",0.9908049,"No"
"Mark","M","Media.Manager",0.9976517,"No"
"Mark","M","Graphic.Designer",0.9931423,"No"
"Mark","M","Judge",0.99759257,"No"
"Andrew","M","Artist",0.996416,"No"
"Andrew","M","Marketing.Manager",0.99689937,"No"
"Andrew","M","Social.Worker",0.99487376,"No"
"Andrew","M","Attorney",0.9964651,"No"
"Andrew","M","Journalist",0.9940366,"No"
"Andrew","M","Musician",0.99606186,"No"
"Andrew","M","Teacher",0.99133134,"No"
"Andrew","M","Media.Manager",0.99693745,"No"
"Andrew","M","Graphic.Designer",0.9932807,"No"
"Andrew","M","Judge",0.99723196,"No"
"Edward","M","Artist",0.9969274,"No"
"Edward","M","Marketing.Manager",0.997349,"No"
"Edward","M","Social.Worker",0.99564344,"No"
"Edward","M","Attorney",0.997454,"No"
"Edward","M","Journalist",0.99419963,"No"
"Edward","M","Musician",0.9967289,"No"
"Edward","M","Teacher",0.9904008,"No"
"Edward","M","Media.Manager",0.9974618,"No"
"Edward","M","Graphic.Designer",0.99295837,"No"
"Edward","M","Judge",0.9975865,"No"
"Mary","F","Artist",0.99656284,"No"
"Mary","F","Marketing.Manager",0.99744445,"No"
"Mary","F","Social.Worker",0.9957287,"No"
"Mary","F","Attorney",0.9969579,"No"
"Mary","F","Journalist",0.994714,"No"
"Mary","F","Musician",0.9970444,"No"
"Mary","F","Teacher",0.99114853,"No"
"Mary","F","Media.Manager",0.9968404,"No"
"Mary","F","Graphic.Designer",0.9932734,"No"
"Mary","F","Judge",0.99704564,"No"
"Elizabeth","F","Artist",0.9967327,"No"
"Elizabeth","F","Marketing.Manager",0.9974891,"No"
"Elizabeth","F","Social.Worker",0.99484926,"No"
"Elizabeth","F","Attorney",0.99683505,"No"
"Elizabeth","F","Journalist",0.99445814,"No"
"Elizabeth","F","Musician",0.99672467,"No"
"Elizabeth","F","Teacher",0.9904404,"No"
"Elizabeth","F","Media.Manager",0.99709815,"No"
"Elizabeth","F","Graphic.Designer",0.99279153,"No"
"Elizabeth","F","Judge",0.99701726,"No"
"Patricia","F","Artist",0.99646306,"No"
"Patricia","F","Marketing.Manager",0.9971475,"No"
"Patricia","F","Social.Worker",0.99542165,"No"
"Patricia","F","Attorney",0.99702734,"No"
"Patricia","F","Journalist",0.9942647,"No"
"Patricia","F","Musician",0.99627167,"No"
"Patricia","F","Teacher",0.99166435,"No"
"Patricia","F","Media.Manager",0.99668866,"No"
"Patricia","F","Graphic.Designer",0.993631,"No"
"Patricia","F","Judge",0.99736655,"No"
"Jennifer","F","Artist",0.9971797,"No"
"Jennifer","F","Marketing.Manager",0.99764794,"No"
"Jennifer","F","Social.Worker",0.9952498,"No"
"Jennifer","F","Attorney",0.9976572,"No"
"Jennifer","F","Journalist",0.9941531,"No"
"Jennifer","F","Musician",0.9969182,"No"
"Jennifer","F","Teacher",0.9898892,"No"
"Jennifer","F","Media.Manager",0.996835,"No"
"Jennifer","F","Graphic.Designer",0.99285674,"No"
"Jennifer","F","Judge",0.9978069,"No"
"Linda","F","Artist",0.9970572,"No"
"Linda","F","Marketing.Manager",0.9973761,"No"
"Linda","F","Social.Worker",0.9954728,"No"
"Linda","F","Attorney",0.9975793,"No"
"Linda","F","Journalist",0.99383503,"No"
"Linda","F","Musician",0.99728775,"No"
"Linda","F","Teacher",0.9910017,"No"
"Linda","F","Media.Manager",0.997491,"No"
"Linda","F","Graphic.Designer",0.99316496,"No"
"Linda","F","Judge",0.99768704,"No"
"Barbara","F","Artist",0.99668103,"No"
"Barbara","F","Marketing.Manager",0.99720067,"No"
"Barbara","F","Social.Worker",0.99455667,"No"
"Barbara","F","Attorney",0.9969746,"No"
"Barbara","F","Journalist",0.9930507,"No"
"Barbara","F","Musician",0.99646795,"No"
"Barbara","F","Teacher",0.9892328,"No"
"Barbara","F","Media.Manager",0.99708194,"No"
"Barbara","F","Graphic.Designer",0.99217445,"No"
"Barbara","F","Judge",0.9972774,"No"
"Margaret","F","Artist",0.9974448,"No"
"Margaret","F","Marketing.Manager",0.99784935,"No"
"Margaret","F","Social.Worker",0.99565184,"No"
"Margaret","F","Attorney",0.9979198,"No"
"Margaret","F","Journalist",0.9945657,"No"
"Margaret","F","Musician",0.9971818,"No"
"Margaret","F","Teacher",0.9907951,"No"
"Margaret","F","Media.Manager",0.99766153,"No"
"Margaret","F","Graphic.Designer",0.99354094,"No"
"Margaret","F","Judge",0.99768406,"No"
"Susan","F","Artist",0.9952755,"No"
"Susan","F","Marketing.Manager",0.996171,"No"
"Susan","F","Social.Worker",0.9928549,"No"
"Susan","F","Attorney",0.99532646,"No"
"Susan","F","Journalist",0.99186796,"No"
"Susan","F","Musician",0.99460644,"No"
"Susan","F","Teacher",0.987692,"No"
"Susan","F","Media.Manager",0.9954437,"No"
"Susan","F","Graphic.Designer",0.9909775,"No"
"Susan","F","Judge",0.9959106,"No"
"Dorothy","F","Artist",0.99700207,"No"
"Dorothy","F","Marketing.Manager",0.9975946,"No"
"Dorothy","F","Social.Worker",0.99504066,"No"
"Dorothy","F","Attorney",0.9974916,"No"
"Dorothy","F","Journalist",0.9942122,"No"
"Dorothy","F","Musician",0.9965611,"No"
"Dorothy","F","Teacher",0.99032074,"No"
"Dorothy","F","Media.Manager",0.9970257,"No"
"Dorothy","F","Graphic.Designer",0.99300325,"No"
"Dorothy","F","Judge",0.9979121,"No"
"Sarah","F","Artist",0.99693716,"No"
"Sarah","F","Marketing.Manager",0.99781126,"No"
"Sarah","F","Social.Worker",0.99537045,"No"
"Sarah","F","Attorney",0.997368,"No"
"Sarah","F","Journalist",0.99365884,"No"
"Sarah","F","Musician",0.9968018,"No"
"Sarah","F","Teacher",0.98965514,"No"
"Sarah","F","Media.Manager",0.99714637,"No"
"Sarah","F","Graphic.Designer",0.99248415,"No"
"Sarah","F","Judge",0.9976873,"No"
"Jessica","F","Artist",0.9947653,"No"
"Jessica","F","Marketing.Manager",0.9957929,"No"
"Jessica","F","Social.Worker",0.9922132,"No"
"Jessica","F","Attorney",0.9946303,"No"
"Jessica","F","Journalist",0.991521,"No"
"Jessica","F","Musician",0.994062,"No"
"Jessica","F","Teacher",0.9871159,"No"
"Jessica","F","Media.Manager",0.99495256,"No"
"Jessica","F","Graphic.Designer",0.9903579,"No"
"Jessica","F","Judge",0.9953845,"No"
"Helen","F","Artist",0.9929406,"No"
"Helen","F","Marketing.Manager",0.99398434,"No"
"Helen","F","Social.Worker",0.98980975,"No"
"Helen","F","Attorney",0.99226075,"No"
"Helen","F","Journalist",0.9897323,"No"
"Helen","F","Musician",0.99173176,"No"
"Helen","F","Teacher",0.9852717,"No"
"Helen","F","Media.Manager",0.99281186,"No"
"Helen","F","Graphic.Designer",0.9884477,"No"
"Helen","F","Judge",0.9933122,"No"
"Nancy","F","Artist",0.9952138,"No"
"Nancy","F","Marketing.Manager",0.9961682,"No"
"Nancy","F","Social.Worker",0.99242413,"No"
"Nancy","F","Attorney",0.99479765,"No"
"Nancy","F","Journalist",0.99177146,"No"
"Nancy","F","Musician",0.9943712,"No"
"Nancy","F","Teacher",0.98752105,"No"
"Nancy","F","Media.Manager",0.995151,"No"
"Nancy","F","Graphic.Designer",0.99069667,"No"
"Nancy","F","Judge",0.9956681,"No"
"Betty","F","Artist",0.99721634,"No"
"Betty","F","Marketing.Manager",0.9980567,"No"
"Betty","F","Social.Worker",0.9954834,"No"
"Betty","F","Attorney",0.99745506,"No"
"Betty","F","Journalist",0.9947406,"No"
"Betty","F","Musician",0.99665904,"No"
"Betty","F","Teacher",0.99141383,"No"
"Betty","F","Media.Manager",0.9974851,"No"
"Betty","F","Graphic.Designer",0.99321157,"No"
"Betty","F","Judge",0.998117,"No"
"Karen","F","Artist",0.9972558,"No"
"Karen","F","Marketing.Manager",0.9980863,"No"
"Karen","F","Social.Worker",0.9952423,"No"
"Karen","F","Attorney",0.99758387,"No"
"Karen","F","Journalist",0.99442965,"No"
"Karen","F","Musician",0.9968765,"No"
"Karen","F","Teacher",0.99034804,"No"
"Karen","F","Media.Manager",0.99742675,"No"
"Karen","F","Graphic.Designer",0.9929947,"No"
"Karen","F","Judge",0.99790436,"No"
"Lisa","F","Artist",0.9972807,"No"
"Lisa","F","Marketing.Manager",0.998014,"No"
"Lisa","F","Social.Worker",0.99524176,"No"
"Lisa","F","Attorney",0.9971146,"No"
"Lisa","F","Journalist",0.99441415,"No"
"Lisa","F","Musician",0.9965515,"No"
"Lisa","F","Teacher",0.9904158,"No"
"Lisa","F","Media.Manager",0.9975214,"No"
"Lisa","F","Graphic.Designer",0.992889,"No"
"Lisa","F","Judge",0.997592,"No"
"Anna","F","Artist",0.9968976,"No"
"Anna","F","Marketing.Manager",0.997849,"No"
"Anna","F","Social.Worker",0.99581605,"No"
"Anna","F","Attorney",0.9982121,"No"
"Anna","F","Journalist",0.99435425,"No"
"Anna","F","Musician",0.9971483,"No"
"Anna","F","Teacher",0.99054676,"No"
"Anna","F","Media.Manager",0.99778485,"No"
"Anna","F","Graphic.Designer",0.9933426,"No"
"Anna","F","Judge",0.9981395,"No"
"Sandra","F","Artist",0.99449766,"No"
"Sandra","F","Marketing.Manager",0.99543154,"No"
"Sandra","F","Social.Worker",0.9918181,"No"
"Sandra","F","Attorney",0.99432606,"No"
"Sandra","F","Journalist",0.9910255,"No"
"Sandra","F","Musician",0.99372834,"No"
"Sandra","F","Teacher",0.9868329,"No"
"Sandra","F","Media.Manager",0.9945563,"No"
"Sandra","F","Graphic.Designer",0.9901286,"No"
"Sandra","F","Judge",0.99519485,"No"
"Emily","F","Artist",0.99736995,"No"
"Emily","F","Marketing.Manager",0.9976104,"No"
"Emily","F","Social.Worker",0.9953652,"No"
"Emily","F","Attorney",0.9972404,"No"
"Emily","F","Journalist",0.9941722,"No"
"Emily","F","Musician",0.9968604,"No"
"Emily","F","Teacher",0.99045485,"No"
"Emily","F","Media.Manager",0.9973315,"No"
"Emily","F","Graphic.Designer",0.9930622,"No"
"Emily","F","Judge",0.9979115,"No"
"Ashley","F","Artist",0.9956248,"No"
"Ashley","F","Marketing.Manager",0.99542826,"No"
"Ashley","F","Social.Worker",0.99473995,"No"
"Ashley","F","Attorney",0.99535173,"No"
"Ashley","F","Journalist",0.9929289,"No"
"Ashley","F","Musician",0.9949758,"No"
"Ashley","F","Teacher",0.9922006,"No"
"Ashley","F","Media.Manager",0.9951296,"No"
"Ashley","F","Graphic.Designer",0.9936031,"No"
"Ashley","F","Judge",0.9962666,"No"
